epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,1720.05,0.41765,0.32339,0.87868,0.96152,0.92848,0.94404,0.87408,0.41069,0.26952,0.86001,9.91375e-05,9.91375e-05,9.91375e-05
77,1742.52,0.41895,0.32075,0.87521,0.96296,0.9205,0.94405,0.87909,0.41564,0.27215,0.86591,9.5326e-05,9.5326e-05,9.5326e-05
78,1765.09,0.41981,0.31979,0.87506,0.95767,0.92633,0.94308,0.8783,0.40643,0.27139,0.86028,9.15145e-05,9.15145e-05,9.15145e-05
79,1787.71,0.41638,0.31687,0.87621,0.97081,0.9187,0.94476,0.88057,0.40105,0.26716,0.85684,8.7703e-05,8.7703e-05,8.7703e-05
80,1810.28,0.41732,0.31973,0.87516,0.96208,0.92238,0.94497,0.88144,0.39963,0.26336,0.85685,8.38915e-05,8.38915e-05,8.38915e-05
81,1832.77,0.41455,0.31338,0.87428,0.9618,0.9254,0.94531,0.87912,0.4009,0.26484,0.85899,8.008e-05,8.008e-05,8.008e-05
82,1855.32,0.41224,0.31211,0.8721,0.96121,0.92894,0.94565,0.88102,0.39933,0.263,0.85872,7.62685e-05,7.62685e-05,7.62685e-05
83,1877.72,0.41059,0.31383,0.87568,0.96508,0.92068,0.94521,0.87966,0.40265,0.26293,0.85923,7.2457e-05,7.2457e-05,7.2457e-05
84,1900.22,0.40954,0.30758,0.87167,0.95994,0.92604,0.9464,0.88341,0.39903,0.26006,0.85471,6.86455e-05,6.86455e-05,6.86455e-05
85,1922.83,0.41324,0.30909,0.87318,0.96215,0.92242,0.94494,0.87992,0.40304,0.26632,0.85901,6.4834e-05,6.4834e-05,6.4834e-05
86,1945.26,0.40518,0.30502,0.87276,0.96904,0.91799,0.94525,0.88125,0.40255,0.26363,0.85889,6.10225e-05,6.10225e-05,6.10225e-05
87,1967.79,0.40898,0.30823,0.87216,0.96432,0.92507,0.94516,0.88113,0.40431,0.26317,0.86044,5.7211e-05,5.7211e-05,5.7211e-05
88,1990.2,0.40802,0.30856,0.87405,0.96105,0.92654,0.94495,0.88098,0.40651,0.26317,0.86099,5.33995e-05,5.33995e-05,5.33995e-05
89,2012.77,0.40957,0.30926,0.87166,0.96546,0.91944,0.94519,0.88207,0.40197,0.26343,0.85862,4.9588e-05,4.9588e-05,4.9588e-05
90,2035.16,0.40193,0.30208,0.87126,0.96777,0.9165,0.94597,0.88069,0.39958,0.25958,0.85779,4.57765e-05,4.57765e-05,4.57765e-05
91,2060.71,0.35189,0.25908,0.82909,0.9598,0.92465,0.94487,0.8786,0.40911,0.26395,0.86335,4.1965e-05,4.1965e-05,4.1965e-05
92,2083.17,0.34002,0.23856,0.82867,0.96167,0.92468,0.94292,0.8768,0.40549,0.26353,0.86226,3.81535e-05,3.81535e-05,3.81535e-05
93,2105.51,0.33943,0.23477,0.82464,0.96124,0.92521,0.9431,0.87514,0.40689,0.26188,0.86295,3.4342e-05,3.4342e-05,3.4342e-05
94,2127.85,0.33381,0.23039,0.82242,0.96517,0.92317,0.94207,0.87708,0.40565,0.26416,0.86253,3.05305e-05,3.05305e-05,3.05305e-05
