epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,1484.89,0.43456,0.34967,0.87822,0.97154,0.92318,0.9443,0.8777,0.40683,0.28727,0.85035,0.000148476,0.000148476,0.000148476
61,1508.95,0.43763,0.3496,0.88012,0.96905,0.92128,0.94595,0.88016,0.40174,0.29171,0.84745,0.000144942,0.000144942,0.000144942
62,1533.12,0.42454,0.3402,0.8769,0.97143,0.9241,0.94624,0.87678,0.40235,0.28216,0.84856,0.000141408,0.000141408,0.000141408
63,1557.29,0.43391,0.34676,0.88102,0.96837,0.92241,0.94379,0.87778,0.40591,0.28713,0.84801,0.000137873,0.000137873,0.000137873
64,1581.44,0.43116,0.3444,0.87798,0.97352,0.91872,0.94577,0.87644,0.40358,0.29055,0.85312,0.000134339,0.000134339,0.000134339
65,1605.48,0.42863,0.34118,0.87983,0.96765,0.92426,0.94813,0.88229,0.39089,0.27947,0.84517,0.000130805,0.000130805,0.000130805
66,1629.57,0.42796,0.33821,0.87591,0.96629,0.92876,0.94753,0.88004,0.39484,0.28054,0.84482,0.000127271,0.000127271,0.000127271
67,1654.21,0.43009,0.34187,0.87975,0.96501,0.92871,0.94764,0.87556,0.40072,0.28063,0.84772,0.000123736,0.000123736,0.000123736
68,1678.61,0.42132,0.33279,0.87586,0.9686,0.92188,0.9472,0.8807,0.39331,0.27906,0.84345,0.000120202,0.000120202,0.000120202
69,1703.44,0.42277,0.33312,0.87455,0.97681,0.91914,0.94729,0.88126,0.40273,0.28252,0.85044,0.000116668,0.000116668,0.000116668
70,1728.27,0.42002,0.33055,0.87429,0.96715,0.92541,0.94437,0.88188,0.39848,0.28558,0.84859,0.000113133,0.000113133,0.000113133
71,1752.54,0.41894,0.33066,0.8764,0.97087,0.92159,0.94737,0.88428,0.39774,0.2795,0.84967,0.000109599,0.000109599,0.000109599
72,1777.04,0.42017,0.32696,0.87631,0.97113,0.92705,0.9465,0.8819,0.39794,0.27819,0.8469,0.000106065,0.000106065,0.000106065
73,1801.42,0.41863,0.32915,0.87563,0.9703,0.92987,0.94885,0.88428,0.39975,0.27163,0.84993,0.00010253,0.00010253,0.00010253
74,1825.93,0.41309,0.32346,0.87327,0.96716,0.92811,0.94855,0.88333,0.39101,0.27482,0.84422,9.89961e-05,9.89961e-05,9.89961e-05
75,1850.5,0.41388,0.32357,0.87468,0.96823,0.92592,0.94959,0.88608,0.3926,0.27595,0.84586,9.54618e-05,9.54618e-05,9.54618e-05
76,1874.65,0.41514,0.32427,0.87481,0.96502,0.92944,0.94729,0.88335,0.39188,0.27014,0.84624,9.19275e-05,9.19275e-05,9.19275e-05
77,1899.33,0.41062,0.32102,0.87191,0.97201,0.92232,0.94895,0.88877,0.38597,0.26846,0.84095,8.83932e-05,8.83932e-05,8.83932e-05
78,1923.86,0.41202,0.31773,0.87129,0.97009,0.9257,0.94876,0.88622,0.39009,0.26936,0.84583,8.48589e-05,8.48589e-05,8.48589e-05
79,1948.34,0.41117,0.31951,0.87281,0.96396,0.92718,0.948,0.88406,0.39488,0.27302,0.85048,8.13246e-05,8.13246e-05,8.13246e-05
80,1973.24,0.40586,0.31312,0.87042,0.97384,0.91913,0.94845,0.88493,0.39887,0.27485,0.85081,7.77903e-05,7.77903e-05,7.77903e-05
81,1998.81,0.4081,0.31756,0.87015,0.96716,0.92402,0.94779,0.88821,0.38456,0.26907,0.8404,7.4256e-05,7.4256e-05,7.4256e-05
82,2023.31,0.40488,0.31017,0.87034,0.96678,0.92531,0.94641,0.88466,0.39004,0.27039,0.84492,7.07217e-05,7.07217e-05,7.07217e-05
83,2047.59,0.40569,0.312,0.86828,0.96654,0.9297,0.9484,0.88624,0.38949,0.26993,0.84726,6.71874e-05,6.71874e-05,6.71874e-05
84,2072.02,0.40331,0.31068,0.8678,0.96602,0.93082,0.94902,0.88665,0.39264,0.26923,0.84695,6.36531e-05,6.36531e-05,6.36531e-05
85,2096.1,0.40279,0.30855,0.87045,0.97171,0.92131,0.94713,0.88613,0.38978,0.26675,0.8486,6.01188e-05,6.01188e-05,6.01188e-05
86,2126.86,0.40363,0.30931,0.8686,0.9701,0.92701,0.94558,0.88519,0.3969,0.26788,0.85411,5.65845e-05,5.65845e-05,5.65845e-05
87,2150.88,0.39712,0.3033,0.86464,0.96782,0.92563,0.94609,0.8856,0.39278,0.2657,0.85196,5.30502e-05,5.30502e-05,5.30502e-05
