epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,453.22,0.593,1.73162,0.68278,0.94466,0.91061,0.85524,0.9116,0.79261,0.90978,0.84107,0.89082,0.7555,0.53889,1.69864,0.55134,0.94369,0.000346885,0.000346885,0.000346885
12,492.993,0.58393,1.72739,0.65194,0.94403,0.93165,0.85424,0.90748,0.78839,0.91253,0.83592,0.8735,0.72309,0.54145,1.866,0.57403,0.94459,0.000343074,0.000343074,0.000343074
13,534.003,0.57667,1.68525,0.63052,0.93602,0.93388,0.88723,0.92327,0.81094,0.92595,0.88005,0.90531,0.77048,0.53312,1.69031,0.46024,0.93879,0.000339262,0.000339262,0.000339262
14,573.859,0.57047,1.6557,0.60747,0.93813,0.92259,0.85439,0.8989,0.79343,0.91087,0.8445,0.88054,0.74074,0.52678,1.70941,0.5357,0.93843,0.00033545,0.00033545,0.00033545
15,613.807,0.56174,1.62663,0.59008,0.93459,0.91267,0.88581,0.91862,0.80525,0.92818,0.852,0.89767,0.75152,0.51805,1.73694,0.45145,0.93031,0.000331639,0.000331639,0.000331639
16,653.73,0.55874,1.60078,0.58205,0.93148,0.93532,0.88521,0.92199,0.81617,0.9262,0.8741,0.90169,0.77207,0.50954,1.64546,0.46018,0.92022,0.000327827,0.000327827,0.000327827
17,693.326,0.55789,1.60797,0.56028,0.93292,0.92037,0.89506,0.91929,0.8124,0.90963,0.88335,0.89854,0.77045,0.50945,1.6188,0.4469,0.92952,0.000324016,0.000324016,0.000324016
18,732.753,0.55722,1.59697,0.5522,0.93072,0.93523,0.8832,0.92559,0.81197,0.93084,0.87374,0.90357,0.77017,0.52009,1.59016,0.43604,0.94278,0.000320204,0.000320204,0.000320204
19,772.639,0.54505,1.59875,0.54086,0.92813,0.91994,0.87157,0.91365,0.81128,0.91914,0.85448,0.88961,0.75677,0.50934,1.61909,0.50879,0.93105,0.000316393,0.000316393,0.000316393
20,812.32,0.54228,1.56668,0.52368,0.92499,0.94323,0.88504,0.92143,0.81932,0.93595,0.87535,0.90129,0.77236,0.50028,1.63327,0.42201,0.92203,0.000312581,0.000312581,0.000312581
21,852.713,0.53801,1.5578,0.51697,0.92396,0.94215,0.89865,0.92771,0.83291,0.93327,0.89035,0.90988,0.79123,0.49216,1.59506,0.39939,0.91922,0.00030877,0.00030877,0.00030877
22,893.064,0.53451,1.53775,0.50931,0.92116,0.93415,0.88851,0.92433,0.82335,0.92553,0.87456,0.9015,0.7787,0.49611,1.55919,0.4201,0.91928,0.000304958,0.000304958,0.000304958
23,932.805,0.54023,1.57482,0.50442,0.92594,0.95649,0.89268,0.92606,0.82719,0.94104,0.89306,0.9088,0.78624,0.48517,1.54345,0.39314,0.90941,0.000301147,0.000301147,0.000301147
24,972.559,0.53328,1.51083,0.4922,0.91973,0.92759,0.88301,0.91851,0.82391,0.92907,0.86425,0.89921,0.77884,0.48662,1.60635,0.43816,0.91333,0.000297335,0.000297335,0.000297335
25,1012.63,0.52889,1.50447,0.48213,0.92024,0.95723,0.8788,0.92676,0.82754,0.94668,0.87002,0.90522,0.77503,0.49331,1.64323,0.41326,0.92455,0.000293524,0.000293524,0.000293524
26,1052.24,0.52638,1.50236,0.4807,0.91891,0.94325,0.8883,0.92471,0.83103,0.9278,0.8757,0.9007,0.78307,0.49373,1.64172,0.41206,0.91501,0.000289712,0.000289712,0.000289712
27,1091.9,0.52559,1.52368,0.47576,0.91829,0.9533,0.89938,0.93162,0.83324,0.94509,0.88995,0.91103,0.79232,0.48408,1.51668,0.37564,0.91937,0.000285901,0.000285901,0.000285901
28,1131.39,0.51753,1.45535,0.46464,0.91308,0.94843,0.91123,0.93546,0.84758,0.93946,0.89928,0.91751,0.80487,0.46234,1.55362,0.37249,0.90449,0.000282089,0.000282089,0.000282089
29,1171.48,0.52061,1.46191,0.46529,0.91701,0.94892,0.90191,0.92845,0.82991,0.93522,0.88475,0.9039,0.78615,0.49702,1.57418,0.39854,0.9138,0.000278278,0.000278278,0.000278278
30,1211.22,0.5153,1.4795,0.46156,0.91213,0.94832,0.90663,0.93157,0.84451,0.93777,0.89618,0.91049,0.79705,0.46224,1.56528,0.36227,0.90109,0.000274466,0.000274466,0.000274466
31,1250.86,0.50822,1.42954,0.44902,0.91172,0.95379,0.90603,0.93667,0.85153,0.95497,0.88382,0.91403,0.80764,0.4561,1.58329,0.35127,0.90251,0.000270655,0.000270655,0.000270655
32,1290.73,0.5138,1.49578,0.44983,0.91407,0.94892,0.89854,0.93473,0.84779,0.94254,0.88405,0.91597,0.803,0.46507,1.56358,0.36693,0.89813,0.000266843,0.000266843,0.000266843
33,1331.47,0.50058,1.44621,0.44083,0.90435,0.95113,0.9067,0.93276,0.84881,0.94703,0.89643,0.91513,0.80692,0.45972,1.53018,0.36466,0.89931,0.000263032,0.000263032,0.000263032
34,1374.79,0.50787,1.4567,0.44381,0.9106,0.95363,0.91168,0.93538,0.84836,0.94279,0.89947,0.91454,0.80588,0.45696,1.5308,0.34382,0.90122,0.00025922,0.00025922,0.00025922
35,1417.33,0.49998,1.45198,0.42965,0.90674,0.96059,0.91263,0.93912,0.85066,0.95156,0.90312,0.92082,0.81008,0.45563,1.57865,0.34207,0.89796,0.000255409,0.000255409,0.000255409
36,1460.43,0.49527,1.41992,0.42625,0.90281,0.95672,0.90724,0.93427,0.84909,0.94718,0.89859,0.91494,0.80703,0.46112,1.47539,0.33917,0.89793,0.000251597,0.000251597,0.000251597
37,1501.11,0.50182,1.42106,0.42874,0.90681,0.95357,0.91695,0.93834,0.85498,0.94758,0.89603,0.9155,0.80736,0.44846,1.48311,0.33617,0.89089,0.000247786,0.000247786,0.000247786
38,1541.95,0.4948,1.41105,0.4206,0.90558,0.96222,0.91012,0.94074,0.85833,0.95558,0.89931,0.92071,0.81057,0.44674,1.56348,0.33509,0.88888,0.000243974,0.000243974,0.000243974
39,1581.85,0.49218,1.40434,0.41848,0.9022,0.95136,0.91149,0.93138,0.84646,0.94124,0.90255,0.91501,0.80837,0.44696,1.50919,0.33851,0.89116,0.000240163,0.000240163,0.000240163
40,1621.68,0.48553,1.37417,0.41504,0.9,0.94774,0.90872,0.93359,0.84838,0.93656,0.89519,0.91173,0.80438,0.45049,1.50438,0.34571,0.89412,0.000236351,0.000236351,0.000236351
41,1661.73,0.49117,1.38374,0.41258,0.90308,0.95699,0.90872,0.93639,0.85783,0.94404,0.89435,0.91355,0.81124,0.44268,1.55374,0.3205,0.88676,0.00023254,0.00023254,0.00023254
42,1703.07,0.49127,1.38244,0.41194,0.90239,0.96102,0.91069,0.93864,0.85714,0.95221,0.89692,0.919,0.81168,0.44892,1.57497,0.32581,0.89297,0.000228729,0.000228729,0.000228729
43,1744.74,0.48395,1.36822,0.40484,0.90013,0.96053,0.91435,0.93895,0.86115,0.95179,0.90722,0.92363,0.81969,0.44093,1.5645,0.31284,0.89203,0.000224917,0.000224917,0.000224917
44,1784.97,0.48686,1.39623,0.40611,0.90543,0.96178,0.91351,0.93833,0.86346,0.95589,0.90624,0.92454,0.82095,0.43457,1.52382,0.30968,0.8884,0.000221106,0.000221106,0.000221106
45,1824.47,0.48283,1.3927,0.40334,0.89836,0.96056,0.91667,0.9416,0.86175,0.94708,0.90429,0.91999,0.82095,0.44144,1.55852,0.31622,0.88989,0.000217294,0.000217294,0.000217294
46,1866.3,0.48195,1.37581,0.40467,0.89815,0.96281,0.91548,0.93943,0.86293,0.95074,0.90454,0.91833,0.81351,0.43878,1.54055,0.31508,0.89614,0.000213482,0.000213482,0.000213482
47,1906.28,0.48402,1.36398,0.4006,0.89858,0.95802,0.91172,0.93535,0.86158,0.94767,0.90257,0.91702,0.81596,0.4311,1.46854,0.32141,0.88968,0.000209671,0.000209671,0.000209671
48,1946.56,0.48372,1.38919,0.39785,0.89989,0.95472,0.91799,0.93954,0.86472,0.95121,0.90209,0.92072,0.8223,0.42846,1.46327,0.32327,0.88098,0.00020586,0.00020586,0.00020586
49,1986.47,0.47393,1.38459,0.39079,0.8965,0.9622,0.91016,0.94094,0.86469,0.95452,0.90145,0.92298,0.82036,0.43033,1.45593,0.3068,0.88322,0.000202048,0.000202048,0.000202048
50,2026.16,0.47729,1.37001,0.39412,0.89896,0.95932,0.91863,0.93921,0.86503,0.95115,0.90437,0.91673,0.81991,0.4241,1.48203,0.30521,0.88498,0.000198236,0.000198236,0.000198236
51,2065.82,0.47373,1.33979,0.39078,0.89491,0.95956,0.91249,0.93976,0.86162,0.94947,0.9033,0.92006,0.82081,0.43036,1.48183,0.30912,0.88715,0.000194425,0.000194425,0.000194425
52,2105.48,0.46661,1.33818,0.37935,0.89405,0.96178,0.91378,0.94071,0.86492,0.95073,0.90385,0.9206,0.81925,0.42931,1.46319,0.2997,0.88441,0.000190613,0.000190613,0.000190613
53,2145.03,0.46861,1.32369,0.3835,0.89532,0.96727,0.90755,0.9394,0.86693,0.95943,0.89965,0.92399,0.82512,0.43491,1.4637,0.31166,0.89252,0.000186802,0.000186802,0.000186802
54,2184.78,0.46844,1.34259,0.38233,0.89261,0.96105,0.91744,0.94231,0.86507,0.95296,0.90865,0.92221,0.8205,0.43048,1.47201,0.30759,0.88668,0.00018299,0.00018299,0.00018299
55,2225.15,0.46427,1.30852,0.37892,0.89258,0.96458,0.91666,0.94208,0.86874,0.95737,0.90677,0.92504,0.82598,0.42543,1.48292,0.30001,0.88448,0.000179179,0.000179179,0.000179179
56,2266.73,0.46584,1.33272,0.37603,0.89413,0.95878,0.91725,0.94377,0.86676,0.95475,0.90638,0.92504,0.82762,0.42939,1.47608,0.30037,0.88256,0.000175367,0.000175367,0.000175367
57,2307.15,0.46201,1.29887,0.37307,0.88959,0.96946,0.91589,0.94409,0.86941,0.96199,0.90814,0.92513,0.83087,0.41985,1.46075,0.29774,0.8805,0.000171556,0.000171556,0.000171556
58,2348.01,0.4695,1.34843,0.37661,0.89446,0.96358,0.91617,0.94172,0.87269,0.95782,0.9063,0.92462,0.82791,0.42001,1.48221,0.29092,0.88174,0.000167745,0.000167745,0.000167745
59,2388.5,0.45528,1.27336,0.36383,0.88657,0.96089,0.91923,0.94607,0.87528,0.95176,0.90842,0.92546,0.8292,0.41525,1.47478,0.28944,0.87655,0.000163933,0.000163933,0.000163933
60,2428.32,0.46446,1.29904,0.37269,0.89081,0.96475,0.91546,0.94054,0.86499,0.96034,0.9087,0.92598,0.82704,0.42795,1.47714,0.29838,0.88306,0.000160122,0.000160122,0.000160122
61,2471.04,0.45178,1.28411,0.36045,0.88552,0.96563,0.91489,0.9414,0.86539,0.95496,0.90701,0.92314,0.82477,0.42263,1.48957,0.29608,0.88428,0.00015631,0.00015631,0.00015631
62,2512.03,0.4606,1.29991,0.36695,0.89123,0.96119,0.91795,0.94418,0.86954,0.95199,0.90711,0.92339,0.82834,0.4253,1.46552,0.29543,0.88236,0.000152498,0.000152498,0.000152498
63,2551.63,0.45595,1.32077,0.36583,0.88985,0.96054,0.92372,0.94265,0.86992,0.96427,0.90452,0.9256,0.83103,0.41428,1.45753,0.29359,0.8792,0.000148687,0.000148687,0.000148687
64,2591.19,0.45472,1.27241,0.36263,0.88676,0.95883,0.92332,0.94395,0.86985,0.95983,0.90725,0.92275,0.826,0.42187,1.50389,0.28705,0.88645,0.000144875,0.000144875,0.000144875
65,2630.86,0.45089,1.25438,0.35561,0.88628,0.97052,0.91633,0.94272,0.87236,0.96348,0.90998,0.92467,0.82946,0.4164,1.48372,0.28315,0.87812,0.000141064,0.000141064,0.000141064
66,2670.36,0.45626,1.27855,0.35918,0.88985,0.96138,0.92254,0.94164,0.87263,0.95388,0.90993,0.92402,0.83008,0.4171,1.45279,0.28563,0.88256,0.000137252,0.000137252,0.000137252
67,2710.89,0.45689,1.32527,0.3555,0.88808,0.96602,0.91821,0.94407,0.87085,0.95753,0.90582,0.92408,0.82732,0.41647,1.46346,0.28307,0.88274,0.000133441,0.000133441,0.000133441
68,2750.54,0.44696,1.25036,0.35448,0.88676,0.95815,0.92315,0.94457,0.873,0.9625,0.908,0.92551,0.83351,0.41559,1.45889,0.2801,0.87977,0.000129629,0.000129629,0.000129629
69,2790.4,0.45445,1.28328,0.35796,0.88598,0.963,0.92084,0.94318,0.87313,0.95777,0.90349,0.92047,0.82752,0.41116,1.50541,0.28378,0.88144,0.000125818,0.000125818,0.000125818
70,2838.02,0.44425,1.26198,0.34919,0.88568,0.96579,0.92024,0.94378,0.87559,0.95381,0.91478,0.92508,0.83648,0.4133,1.44258,0.27735,0.87849,0.000122007,0.000122007,0.000122007
71,2884.65,0.44204,1.2659,0.34647,0.88519,0.96395,0.9231,0.9444,0.87299,0.96492,0.90984,0.92585,0.83305,0.41717,1.47076,0.27749,0.88243,0.000118195,0.000118195,0.000118195
72,2927.08,0.4376,1.2204,0.34364,0.88385,0.9695,0.91694,0.94423,0.8734,0.96001,0.90825,0.9237,0.83197,0.41875,1.53334,0.27602,0.88344,0.000114384,0.000114384,0.000114384
73,2973.2,0.44397,1.26468,0.34627,0.8834,0.96411,0.92466,0.94634,0.87818,0.95322,0.91576,0.92688,0.83569,0.41674,1.51358,0.27759,0.87883,0.000110572,0.000110572,0.000110572
74,3013.24,0.43737,1.20398,0.34017,0.88154,0.96831,0.91957,0.94503,0.87417,0.95947,0.91263,0.92723,0.83348,0.4144,1.52862,0.27372,0.87881,0.000106761,0.000106761,0.000106761
75,3053.18,0.44078,1.22327,0.34317,0.88133,0.96502,0.9241,0.94676,0.87789,0.95685,0.9141,0.92763,0.83724,0.405,1.52589,0.27428,0.87434,0.000102949,0.000102949,0.000102949
76,3092.71,0.44095,1.2692,0.34079,0.88045,0.96478,0.92326,0.94632,0.87828,0.95337,0.91349,0.92453,0.8359,0.40482,1.49328,0.27506,0.87728,9.91375e-05,9.91375e-05,9.91375e-05
77,3132.18,0.43856,1.22343,0.33829,0.88285,0.96317,0.91779,0.9458,0.87622,0.96047,0.90867,0.9295,0.835,0.41512,1.49748,0.27413,0.88624,9.5326e-05,9.5326e-05,9.5326e-05
78,3172.45,0.43778,1.26072,0.3416,0.88437,0.96298,0.9222,0.94636,0.87729,0.95613,0.91377,0.92721,0.83267,0.40618,1.48723,0.2733,0.87504,9.15145e-05,9.15145e-05,9.15145e-05
79,3214.79,0.43689,1.24009,0.33641,0.8785,0.96179,0.92509,0.9442,0.87532,0.952,0.91511,0.92679,0.83724,0.40725,1.46655,0.27465,0.87756,8.7703e-05,8.7703e-05,8.7703e-05
80,3255.46,0.43444,1.19719,0.33784,0.88059,0.9735,0.91677,0.94401,0.87705,0.96161,0.90447,0.92239,0.83374,0.40475,1.48546,0.27284,0.87958,8.38915e-05,8.38915e-05,8.38915e-05
81,3307.65,0.42997,1.20292,0.32966,0.88015,0.96584,0.92028,0.94492,0.87587,0.95682,0.91174,0.92423,0.83334,0.4082,1.47262,0.27158,0.87722,8.008e-05,8.008e-05,8.008e-05
82,3352.8,0.43529,1.21633,0.33422,0.88049,0.95953,0.92654,0.94622,0.87713,0.96221,0.90733,0.92514,0.834,0.40353,1.51725,0.26783,0.87487,7.62685e-05,7.62685e-05,7.62685e-05
83,3402.74,0.42618,1.20369,0.32789,0.88017,0.96323,0.92584,0.94541,0.87668,0.96252,0.90949,0.92296,0.8326,0.40657,1.51403,0.26493,0.87956,7.2457e-05,7.2457e-05,7.2457e-05
84,3452.02,0.4274,1.17552,0.32444,0.88044,0.96767,0.91806,0.94501,0.87611,0.95845,0.90976,0.92585,0.83584,0.40666,1.50533,0.26745,0.87994,6.86455e-05,6.86455e-05,6.86455e-05
85,3502.11,0.42519,1.20357,0.32625,0.88063,0.96915,0.92009,0.94581,0.87544,0.95715,0.90713,0.92381,0.83448,0.40649,1.5037,0.2679,0.87834,6.4834e-05,6.4834e-05,6.4834e-05
