epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,505.369,0.57407,1.61062,0.6642,0.92659,0.92447,0.88632,0.91928,0.80898,0.92837,0.86702,0.90137,0.76384,0.5152,1.74647,0.47149,0.8973,0.000321657,0.000321657,0.000321657
12,550.513,0.56982,1.60558,0.62846,0.92705,0.89754,0.82771,0.90128,0.78393,0.88722,0.81751,0.88129,0.7465,0.54057,1.79581,0.61003,0.90998,0.000318123,0.000318123,0.000318123
13,597.444,0.55241,1.60621,0.6041,0.92161,0.89388,0.85117,0.89677,0.79055,0.88303,0.84192,0.87696,0.74824,0.52517,1.74919,0.55823,0.89919,0.000314588,0.000314588,0.000314588
14,644.915,0.55843,1.58726,0.58673,0.92139,0.92545,0.86899,0.91891,0.80495,0.91468,0.85882,0.89805,0.76322,0.51451,1.70487,0.48071,0.89993,0.000311054,0.000311054,0.000311054
15,691.968,0.5455,1.55232,0.56285,0.91652,0.93198,0.88914,0.92502,0.82139,0.92553,0.88153,0.90846,0.78088,0.50296,1.67661,0.44339,0.88845,0.00030752,0.00030752,0.00030752
16,741.422,0.54673,1.52967,0.55556,0.91548,0.93344,0.90123,0.92904,0.82757,0.93944,0.87801,0.90974,0.78256,0.49727,1.65599,0.41688,0.88653,0.000303986,0.000303986,0.000303986
17,787.359,0.546,1.52312,0.5451,0.91721,0.93085,0.90614,0.93068,0.83126,0.94355,0.8782,0.90881,0.79087,0.49759,1.71603,0.4157,0.88226,0.000300451,0.000300451,0.000300451
18,833.548,0.54284,1.53051,0.5286,0.91477,0.93749,0.8836,0.92882,0.82959,0.92864,0.87509,0.90794,0.78569,0.50046,1.62279,0.44747,0.88935,0.000296917,0.000296917,0.000296917
19,880.762,0.53425,1.52538,0.52571,0.91456,0.95385,0.89881,0.93431,0.83539,0.94407,0.89107,0.91654,0.79529,0.49182,1.63861,0.39853,0.88086,0.000293383,0.000293383,0.000293383
20,927.837,0.52849,1.49845,0.51188,0.91132,0.94405,0.89845,0.92784,0.82663,0.93075,0.88628,0.90619,0.78502,0.49199,1.65301,0.42166,0.88683,0.000289848,0.000289848,0.000289848
21,977.694,0.52683,1.48925,0.50156,0.90728,0.93974,0.89192,0.93234,0.83759,0.92455,0.88186,0.90991,0.79214,0.47127,1.6277,0.39943,0.87847,0.000286314,0.000286314,0.000286314
22,1023.3,0.52348,1.46473,0.49246,0.90921,0.94917,0.90441,0.93465,0.84197,0.93799,0.89624,0.91116,0.79277,0.47746,1.62671,0.38281,0.87474,0.00028278,0.00028278,0.00028278
23,1068.62,0.52399,1.46418,0.49003,0.90484,0.95309,0.9066,0.9353,0.846,0.94883,0.89336,0.91761,0.80604,0.46988,1.64314,0.37703,0.87811,0.000279245,0.000279245,0.000279245
24,1115.61,0.51547,1.46693,0.47572,0.9034,0.94364,0.89173,0.93461,0.846,0.9308,0.88018,0.91381,0.79703,0.46088,1.567,0.37697,0.87109,0.000275711,0.000275711,0.000275711
25,1164.6,0.51489,1.44395,0.47211,0.90439,0.94544,0.90893,0.93458,0.8502,0.93373,0.89884,0.91469,0.80867,0.4571,1.56943,0.3696,0.87145,0.000272177,0.000272177,0.000272177
26,1214.33,0.50747,1.43533,0.46828,0.90246,0.93509,0.8919,0.92634,0.83606,0.9205,0.87928,0.90472,0.78965,0.46212,1.56896,0.40226,0.87769,0.000268642,0.000268642,0.000268642
27,1265.18,0.50713,1.42668,0.46126,0.90348,0.94468,0.91259,0.93573,0.84683,0.93766,0.90343,0.91802,0.80711,0.46486,1.61103,0.37162,0.8756,0.000265108,0.000265108,0.000265108
28,1315.53,0.5074,1.45522,0.4515,0.8989,0.95643,0.90428,0.93684,0.84961,0.94859,0.89534,0.9186,0.80937,0.45849,1.57355,0.36339,0.87165,0.000261574,0.000261574,0.000261574
29,1364.56,0.50493,1.41109,0.44773,0.90185,0.95544,0.90414,0.93948,0.85232,0.94772,0.89297,0.91891,0.80966,0.45995,1.47218,0.36225,0.86814,0.00025804,0.00025804,0.00025804
30,1413.5,0.50259,1.45657,0.44348,0.89912,0.96341,0.91951,0.93977,0.84803,0.95187,0.90745,0.91912,0.80852,0.46515,1.58197,0.35676,0.8767,0.000254505,0.000254505,0.000254505
31,1462.75,0.50277,1.40996,0.44679,0.90239,0.96707,0.91145,0.94071,0.85396,0.95834,0.90263,0.91985,0.8059,0.45613,1.62501,0.34389,0.87119,0.000250971,0.000250971,0.000250971
32,1511.11,0.49277,1.41743,0.43196,0.89747,0.9642,0.9176,0.94262,0.86205,0.95577,0.90958,0.92361,0.82139,0.4398,1.51963,0.33471,0.8658,0.000247437,0.000247437,0.000247437
33,1560.51,0.50099,1.39681,0.43713,0.89949,0.94377,0.91454,0.94243,0.85652,0.93545,0.90711,0.9246,0.81471,0.45199,1.55392,0.34907,0.86406,0.000243902,0.000243902,0.000243902
34,1607.01,0.48713,1.37436,0.42692,0.89593,0.96032,0.9271,0.94208,0.86547,0.95733,0.91911,0.92782,0.82561,0.44015,1.57007,0.32403,0.86164,0.000240368,0.000240368,0.000240368
35,1655.08,0.49139,1.41753,0.42142,0.89612,0.95066,0.92562,0.94108,0.86237,0.95016,0.91179,0.92509,0.8221,0.42971,1.51115,0.33856,0.85466,0.000236834,0.000236834,0.000236834
36,1703.17,0.48955,1.33079,0.42119,0.89697,0.9573,0.91217,0.94177,0.86108,0.95464,0.89921,0.9249,0.82304,0.43373,1.49688,0.3356,0.85765,0.000233299,0.000233299,0.000233299
37,1749.53,0.48515,1.36821,0.41307,0.89485,0.9495,0.9289,0.93934,0.86092,0.94436,0.91372,0.92174,0.81552,0.43987,1.51144,0.32816,0.8637,0.000229765,0.000229765,0.000229765
38,1796.21,0.47706,1.32988,0.40588,0.88929,0.95939,0.91868,0.94189,0.86441,0.94966,0.90936,0.92478,0.82357,0.42622,1.53197,0.31754,0.85498,0.000226231,0.000226231,0.000226231
39,1844.63,0.48196,1.34133,0.40732,0.88954,0.96729,0.91569,0.9383,0.86386,0.96054,0.90932,0.9245,0.82834,0.42893,1.60069,0.3177,0.8597,0.000222697,0.000222697,0.000222697
40,1892.2,0.48564,1.38412,0.41115,0.89267,0.95941,0.92831,0.94339,0.86747,0.95012,0.91918,0.92553,0.83133,0.4266,1.54476,0.32004,0.86027,0.000219162,0.000219162,0.000219162
41,1938.78,0.47483,1.32798,0.39709,0.88908,0.96074,0.91658,0.94239,0.86155,0.95391,0.90679,0.925,0.81717,0.43445,1.53574,0.31822,0.86242,0.000215628,0.000215628,0.000215628
42,1985.83,0.48433,1.36991,0.40585,0.8914,0.96857,0.93047,0.94255,0.8661,0.9597,0.92333,0.92549,0.82542,0.42672,1.4739,0.31074,0.85565,0.000212094,0.000212094,0.000212094
43,2036.1,0.47478,1.36264,0.39995,0.88912,0.9605,0.9258,0.94486,0.87082,0.95465,0.9187,0.92798,0.82718,0.42083,1.51399,0.30987,0.85476,0.000208559,0.000208559,0.000208559
44,2086.95,0.47403,1.30163,0.40151,0.89089,0.96735,0.91585,0.94313,0.86684,0.96004,0.90567,0.92396,0.82696,0.43209,1.54339,0.31592,0.86731,0.000205025,0.000205025,0.000205025
45,2135.35,0.47261,1.35098,0.39245,0.8873,0.95875,0.92137,0.94405,0.86946,0.94749,0.90989,0.9228,0.82625,0.42273,1.53759,0.31341,0.85856,0.000201491,0.000201491,0.000201491
46,2181.61,0.46854,1.30396,0.38708,0.88636,0.96472,0.92316,0.94498,0.87178,0.9581,0.91739,0.92975,0.83134,0.42598,1.56913,0.30371,0.8587,0.000197957,0.000197957,0.000197957
47,2227.99,0.468,1.29307,0.38762,0.88702,0.96318,0.93142,0.94697,0.87355,0.95603,0.92396,0.93161,0.83541,0.42053,1.49821,0.29716,0.85458,0.000194422,0.000194422,0.000194422
48,2277.39,0.46858,1.3119,0.38231,0.88534,0.96597,0.92597,0.94786,0.87281,0.96285,0.91821,0.93093,0.83439,0.41802,1.48868,0.2973,0.85326,0.000190888,0.000190888,0.000190888
49,2326.48,0.47225,1.29499,0.38586,0.88935,0.96707,0.92586,0.94738,0.87623,0.95862,0.91536,0.92977,0.83794,0.41408,1.46295,0.2965,0.84925,0.000187354,0.000187354,0.000187354
50,2371.06,0.46448,1.30851,0.38343,0.88452,0.96191,0.92678,0.94707,0.87173,0.95979,0.91342,0.92872,0.83217,0.42507,1.48099,0.30089,0.86017,0.000183819,0.000183819,0.000183819
51,2415.33,0.46283,1.30269,0.37977,0.88538,0.96633,0.92593,0.94404,0.87061,0.95679,0.91974,0.92698,0.83184,0.41566,1.50332,0.29439,0.85691,0.000180285,0.000180285,0.000180285
52,2460.04,0.46376,1.28449,0.37806,0.88232,0.9682,0.92556,0.94588,0.87471,0.95552,0.91464,0.92387,0.83207,0.41752,1.53284,0.29386,0.85766,0.000176751,0.000176751,0.000176751
53,2504.34,0.45569,1.27758,0.3691,0.88332,0.96293,0.93127,0.94815,0.87409,0.95222,0.9218,0.92912,0.83847,0.41439,1.44694,0.28965,0.85349,0.000173216,0.000173216,0.000173216
54,2550.29,0.45705,1.28132,0.37032,0.88094,0.96304,0.93013,0.94569,0.87551,0.95713,0.91942,0.92693,0.83719,0.40674,1.4796,0.28698,0.85219,0.000169682,0.000169682,0.000169682
55,2596.56,0.45612,1.27682,0.36503,0.8834,0.96038,0.93295,0.9465,0.87589,0.95979,0.91773,0.92741,0.83972,0.41104,1.45455,0.29137,0.85451,0.000166148,0.000166148,0.000166148
56,2642.06,0.45837,1.25113,0.36712,0.88079,0.95969,0.9325,0.94552,0.87765,0.95534,0.91989,0.92635,0.84118,0.40596,1.48076,0.28852,0.84928,0.000162613,0.000162613,0.000162613
57,2686.77,0.45458,1.29221,0.36648,0.88208,0.96681,0.92595,0.94889,0.87922,0.95459,0.91611,0.92651,0.83398,0.40561,1.54182,0.2845,0.84907,0.000159079,0.000159079,0.000159079
58,2731.5,0.45158,1.28203,0.36366,0.88087,0.95971,0.93301,0.94566,0.87688,0.95109,0.92488,0.92791,0.8372,0.40758,1.44276,0.28337,0.85466,0.000155545,0.000155545,0.000155545
59,2776.27,0.45001,1.23183,0.35856,0.87859,0.97019,0.92704,0.9486,0.88165,0.96424,0.92,0.93306,0.84122,0.4041,1.47579,0.27603,0.84878,0.000152011,0.000152011,0.000152011
60,2821.17,0.44869,1.24359,0.36015,0.87879,0.96442,0.92557,0.94644,0.88008,0.95508,0.91779,0.92921,0.84077,0.41104,1.45538,0.2885,0.85522,0.000148476,0.000148476,0.000148476
61,2866.09,0.44562,1.27323,0.35872,0.88038,0.96724,0.92652,0.94779,0.87941,0.95949,0.91758,0.92973,0.84053,0.40612,1.44726,0.28078,0.84913,0.000144942,0.000144942,0.000144942
62,2910.65,0.45253,1.27006,0.3571,0.8834,0.96898,0.92626,0.94725,0.88046,0.96285,0.91826,0.93005,0.84288,0.40441,1.48958,0.27937,0.84856,0.000141408,0.000141408,0.000141408
63,2955.18,0.44544,1.23422,0.35189,0.87699,0.9602,0.93523,0.94833,0.88175,0.96742,0.91471,0.93254,0.8441,0.40161,1.43869,0.27294,0.8505,0.000137873,0.000137873,0.000137873
64,2999.94,0.44751,1.24588,0.35094,0.87582,0.96417,0.93192,0.94675,0.88153,0.96069,0.91958,0.93029,0.84464,0.39887,1.48587,0.28086,0.84779,0.000134339,0.000134339,0.000134339
65,3048.05,0.44184,1.22483,0.3447,0.87619,0.96585,0.92403,0.94716,0.87914,0.96209,0.90662,0.92572,0.8404,0.40036,1.46539,0.27709,0.8506,0.000130805,0.000130805,0.000130805
66,3095.81,0.43737,1.18261,0.3468,0.87544,0.96527,0.93208,0.94832,0.88217,0.95689,0.92314,0.9298,0.8451,0.39845,1.48105,0.27576,0.84667,0.000127271,0.000127271,0.000127271
67,3144.5,0.44095,1.24579,0.34614,0.87508,0.96736,0.92722,0.94672,0.87928,0.9559,0.91657,0.92635,0.84041,0.40182,1.4765,0.27449,0.84807,0.000123736,0.000123736,0.000123736
68,3193.73,0.43421,1.19453,0.34156,0.87425,0.9766,0.92309,0.94866,0.88398,0.96789,0.91446,0.92925,0.84567,0.40299,1.48626,0.27356,0.85191,0.000120202,0.000120202,0.000120202
69,3241.75,0.44063,1.20045,0.3428,0.87504,0.96786,0.92407,0.94976,0.88533,0.95699,0.91911,0.93103,0.84588,0.39516,1.49342,0.27155,0.84642,0.000116668,0.000116668,0.000116668
70,3287.12,0.43504,1.21878,0.34177,0.87603,0.97266,0.92605,0.94685,0.88075,0.96768,0.91908,0.93198,0.84468,0.3996,1.48518,0.27082,0.84973,0.000113133,0.000113133,0.000113133
71,3331.69,0.4332,1.21376,0.33588,0.87422,0.96023,0.93178,0.94639,0.88084,0.96059,0.91705,0.92825,0.84365,0.39975,1.47999,0.27386,0.85065,0.000109599,0.000109599,0.000109599
72,3377.13,0.43557,1.20203,0.33489,0.87152,0.96942,0.92549,0.94771,0.88631,0.96119,0.91749,0.93014,0.84717,0.39481,1.46833,0.27233,0.8476,0.000106065,0.000106065,0.000106065
73,3421.58,0.42786,1.17781,0.33414,0.87392,0.9685,0.92645,0.94947,0.88473,0.95971,0.92076,0.9312,0.84927,0.39637,1.49453,0.27042,0.84755,0.00010253,0.00010253,0.00010253
74,3466.04,0.42745,1.21206,0.32939,0.87111,0.96774,0.92757,0.94942,0.88507,0.96454,0.91604,0.93151,0.84727,0.3967,1.44995,0.26721,0.84784,9.89961e-05,9.89961e-05,9.89961e-05
75,3510.63,0.42786,1.16324,0.32788,0.87213,0.97384,0.92622,0.94926,0.88569,0.96544,0.91731,0.9304,0.84727,0.39231,1.47931,0.26737,0.84527,9.54618e-05,9.54618e-05,9.54618e-05
76,3554.99,0.42804,1.19113,0.33026,0.87145,0.96953,0.93182,0.94955,0.88398,0.95904,0.92568,0.93236,0.84539,0.39271,1.4786,0.26328,0.84761,9.19275e-05,9.19275e-05,9.19275e-05
77,3599.45,0.42466,1.16961,0.32836,0.87117,0.97122,0.9287,0.94973,0.88586,0.96255,0.91931,0.92936,0.84663,0.3926,1.48738,0.26574,0.8473,8.83932e-05,8.83932e-05,8.83932e-05
78,3644.6,0.42569,1.1542,0.32877,0.87137,0.96777,0.93003,0.94868,0.8862,0.96031,0.92182,0.93065,0.84682,0.39434,1.51006,0.26827,0.84948,8.48589e-05,8.48589e-05,8.48589e-05
79,3689.32,0.4266,1.17114,0.32689,0.87263,0.96894,0.93055,0.94757,0.8834,0.961,0.92009,0.93013,0.84539,0.39277,1.49301,0.26589,0.84427,8.13246e-05,8.13246e-05,8.13246e-05
80,3733.72,0.41267,1.11499,0.31718,0.86806,0.97278,0.92653,0.95045,0.88596,0.96364,0.91835,0.93068,0.84784,0.39203,1.47992,0.2635,0.84572,7.77903e-05,7.77903e-05,7.77903e-05
81,3778.3,0.41802,1.15698,0.32167,0.86848,0.97129,0.92749,0.95092,0.88779,0.96164,0.91908,0.93138,0.84764,0.39157,1.47223,0.2626,0.84582,7.4256e-05,7.4256e-05,7.4256e-05
82,3822.83,0.41616,1.13296,0.31963,0.86733,0.97015,0.92811,0.9501,0.88766,0.9688,0.91678,0.93317,0.84847,0.39255,1.45471,0.2651,0.84682,7.07217e-05,7.07217e-05,7.07217e-05
83,3867.63,0.42189,1.18667,0.32142,0.86919,0.97247,0.92722,0.94946,0.88679,0.96395,0.91823,0.93043,0.85023,0.39143,1.48172,0.2631,0.8471,6.71874e-05,6.71874e-05,6.71874e-05
84,3912.21,0.41592,1.13138,0.31797,0.86667,0.9651,0.93591,0.94959,0.88886,0.96294,0.92062,0.93142,0.85006,0.39068,1.49621,0.26085,0.84762,6.36531e-05,6.36531e-05,6.36531e-05
85,3956.65,0.41702,1.12979,0.31744,0.87008,0.96849,0.93519,0.94929,0.8868,0.9582,0.92405,0.9298,0.84705,0.39069,1.50589,0.26019,0.84546,6.01188e-05,6.01188e-05,6.01188e-05
86,4001.18,0.42035,1.15435,0.31929,0.86705,0.97024,0.93107,0.9477,0.88607,0.9641,0.91815,0.92937,0.84927,0.38995,1.53221,0.25939,0.84404,5.65845e-05,5.65845e-05,5.65845e-05
87,4045.41,0.41223,1.11049,0.31422,0.86597,0.96683,0.9331,0.94831,0.88737,0.96466,0.91703,0.92897,0.8489,0.38836,1.52292,0.25787,0.84552,5.30502e-05,5.30502e-05,5.30502e-05
88,4089.9,0.41366,1.12195,0.31291,0.86801,0.97033,0.9283,0.94955,0.88684,0.96808,0.91509,0.93154,0.84963,0.38569,1.51768,0.26012,0.84262,4.95159e-05,4.95159e-05,4.95159e-05
89,4134.85,0.40402,1.08638,0.30573,0.86434,0.96673,0.93128,0.94838,0.88643,0.96494,0.91742,0.93073,0.85082,0.38737,1.52317,0.25791,0.84464,4.59816e-05,4.59816e-05,4.59816e-05
90,4179.32,0.41703,1.11916,0.31209,0.8677,0.9732,0.92826,0.95018,0.88729,0.96126,0.92021,0.93075,0.84863,0.38866,1.53312,0.25866,0.84592,4.24473e-05,4.24473e-05,4.24473e-05
91,4226.16,0.35788,1.02916,0.25355,0.83084,0.97261,0.92924,0.9488,0.88375,0.96205,0.91828,0.9286,0.84351,0.39097,1.5795,0.25983,0.84688,3.8913e-05,3.8913e-05,3.8913e-05
92,4271.69,0.34844,1.00649,0.24049,0.82356,0.97064,0.92763,0.95015,0.88301,0.96194,0.91654,0.92969,0.84428,0.39278,1.54255,0.25993,0.84748,3.53787e-05,3.53787e-05,3.53787e-05
93,4315.9,0.34826,0.98143,0.23929,0.82486,0.96831,0.92768,0.9494,0.88359,0.96447,0.91257,0.92609,0.84388,0.39108,1.54828,0.25955,0.84708,3.18444e-05,3.18444e-05,3.18444e-05
94,4360.23,0.34573,0.99428,0.23806,0.82476,0.96903,0.92938,0.9503,0.88489,0.96451,0.91272,0.92657,0.84387,0.39078,1.56539,0.25818,0.84623,2.83101e-05,2.83101e-05,2.83101e-05
